titles,links,text,prices
"Rollei Magnifying finder with built-in meter, for SL66",https://fotohandeldelfshaven.nl/product/rollei-magnifying-finder-with-built-in-meter-for-sl66/,"
Rollei Magnifying finder with built-in meter, for SL66

Price:   SoldThe Rollei Magnifying finder is a focusable finder with a built in uncoupled light meter. The finder is in good looking condition with working lightmeter. The lightmeter being uncoupled means that you have to manually stop down your lens to get a correct reading. Comes with protector cap. Glass in  .....
Read moreRollei Magnifying finder with built-in meter, for SL66MaartenSeptember 12, 2023September 22, 2023",Price:   Sold
Lot of 2x Leica Leitz Leicameter MR-4,https://fotohandeldelfshaven.nl/product/lot-of-2x-leica-leitz-leicameter-mr-4/,"
Lot of 2x Leica Leitz Leicameter MR-4

Price: €70,00Lot of 2 untested Leicameter MRs. Sold as found and not tested for accuracy. Might work but the external parts are obivously worn and have scratching around. No things broken off
Add to cartLot of 2x Leica Leitz Leicameter MR-4MaartenSeptember 12, 2023September 12, 2023","Price: €70,00"
Leica Leitz M / LTM adapter for 21-35 – 135mm,https://fotohandeldelfshaven.nl/product/leica-leitz-m-ltm-adapter-for-21-35-135mm/,"
Leica Leitz M / LTM adapter for 21-35 – 135mm

Price: €70,00Original lens adapter to mount LTM lenses on a M mount camera. This adapter will show 35mm and 135mm lines. Can also be used for the 21mm lens, but of course won’t show those lines since a separate finder has to be used for a wide angle like that. Good  .....
Add to cartLeica Leitz M / LTM adapter for 21-35 – 135mmMaartenSeptember 12, 2023September 12, 2023","Price: €70,00"
Bronica 120 filmback for SQ camera,https://fotohandeldelfshaven.nl/product/bronica-120-filmback-for-sq-camera/,"
Bronica 120 filmback for SQ camera

Price: €150,00Bronica filmback for the SQ camera. 120 back, 6x6cm negatives, 12 exposures each roll. Used cosmetics, some regular paint loss and scratches around the back bute everything works as intended. Was tested for spacing, nice even lines between all frames. Seals look good to go as well.
Add to cartBronica 120 filmback for SQ cameraMaartenSeptember 12, 2023September 12, 2023","Price: €150,00"
Rolleiflex prism finder for 2.8F or 3.5F,https://fotohandeldelfshaven.nl/product/rolleiflex-prism-finder-for-2-8f-or-3-5f/,"
Rolleiflex prism finder for 2.8F or 3.5F

Price:   SoldPrism finder (unmetered) for use on TLR Rollei 2.8F and 3.5F and even Rolleicord Vb. Remarkable cosmetic condition, basically looks like new on the outside. The optics are good regardign their age. A light thin line can be spotted in the middle as well as a very light separation. Both  .....
Read moreRolleiflex prism finder for 2.8F or 3.5FMaartenSeptember 12, 2023September 12, 2023",Price:   Sold
Rollei Rolleiflex Bay III rubber hood + UV filter in case,https://fotohandeldelfshaven.nl/product/rollei-rolleiflex-bay-iii-rubber-hood-uv-filter-in-case/,"
Rollei Rolleiflex Bay III rubber hood + UV filter in case

Price:   SoldAn original Rollei Bay III UV Filter and rubber lens hood. Hood in good condition and not misformed. Opens and closes correctly. Filter in good shape with no scratches on the glass. A nice kit for giving your Rolleiflex 2.8F or other Bay 3 Rolleiflex 2.8 a filter and hood.  .....
Read moreRollei Rolleiflex Bay III rubber hood + UV filter in caseMaartenSeptember 12, 2023October 1, 2023",Price:   Sold
"Close up lens for Nikkor 200-600 pre-ai lens, in case",https://fotohandeldelfshaven.nl/product/close-up-lens-for-nikkor-200-600-pre-ai-lens-in-case/,"
Close up lens for Nikkor 200-600 pre-ai lens, in case

Price: €22,00This is the close-up lens for the Nikon 200-600mm lens which makes it possible to focus as close as 2.3M instead of 4M. The glass is in nice shape with no scratches. In original nikon filter container. filter in case
Add to cartClose up lens for Nikkor 200-600 pre-ai lens, in caseMaartenSeptember 12, 2023September 12, 2023","Price: €22,00"
"Nikon Nikkor lens bunny ears, lot of 5pc + some screws",https://fotohandeldelfshaven.nl/product/nikon-nikkor-lens-bunny-ears-lot-of-5pc-some-screws/,"
Nikon Nikkor lens bunny ears, lot of 5pc + some screws

Price:   SoldThis lot contains 5 original Nikon lens bunny ears and some screws. Used on older Nikkor lenses to connect lens to lightmeter systems.
Read moreNikon Nikkor lens bunny ears, lot of 5pc + some screwsMaartenSeptember 12, 2023September 12, 2023",Price:   Sold
Nikon F4 standard grip MB-20,https://fotohandeldelfshaven.nl/product/nikon-f4-standard-grip-mb-20/,"
Nikon F4 standard grip MB-20

Price:   SoldOriginal battery compartment for Nikon F4. Acts as battery holder and grip. Good condition, to replace defective or big MB-23 grip with.
Read moreNikon F4 standard grip MB-20MaartenSeptember 12, 2023September 12, 2023",Price:   Sold
Minolta Flash Meter IV + Spot attachment,https://fotohandeldelfshaven.nl/product/minolta-flash-meter-iv-spot-attachment/,"
Minolta Flash Meter IV + Spot attachment

Price:   SoldMinolta Flash meter IV with some extra attachments to make it a very versatile kit. Included is the bulb ambient meter attachment and a 5 degree spot attachment. In original protective pouch and with lanyard. Tested on our machine and it gives very accurate readings on all EV values. Especially  .....
Read moreMinolta Flash Meter IV + Spot attachmentMaartenSeptember 12, 2023September 23, 2023",Price:   Sold
"Leica 10301 MP body chrome, june 2020, boxed",https://fotohandeldelfshaven.nl/product/leica-10301-mp-body-chrome-june-2020-boxed/,"
Leica 10301 MP body chrome, june 2020, boxed

Price: €4.450,00The Leica MP for many is the pinnacle of filmphotography. Based on the Leica M6 TTL and styled like the original Leica M3 this really is the best of both worlds. It has the light meter and operation of the famous M6 but looks and feels like a Leica M3  .....
Add to cartLeica 10301 MP body chrome, june 2020, boxedMaartenSeptember 5, 2023September 10, 2023","Price: €4.450,00"
"GOMZ Sport, rare Russian made collectible SLR",https://fotohandeldelfshaven.nl/product/gomz-sport-rare-russian-made-collectible-slr/,"
GOMZ Sport, rare Russian made collectible SLR

Price: €1.000,00Disputed to be the first 35mm SLR camera ever made. Some other brands like Exakta also happen to claim this, but the Russians who designed this compact 35mm SLR camera think they were first. Very well designed nice compact camera. Nowadays they are very hard to find and sought after  .....
Add to cartGOMZ Sport, rare Russian made collectible SLRMaartenSeptember 5, 2023September 5, 2023","Price: €1.000,00"
Nikon FE2 body black + MF-16 databack,https://fotohandeldelfshaven.nl/product/nikon-fe2-body-black-mf-16-databack/,"
Nikon FE2 body black + MF-16 databack

Price: €350,00The Nikon FE2 was one of the best selling Nikon SLRs in the prosumer category. These cameras have the perfect balance between function and size, whilst being great quality. Especially beautiful in black. The FE2 is of electronic controlled camera, it needs batteries to operate. The advancing of the film  .....
Add to cartNikon FE2 body black + MF-16 databackMaartenSeptember 5, 2023September 5, 2023","Price: €350,00"
"Carl Zeiss Biogon 21mm f/2.8, For Contax G2, use with caution/OUTLET",https://fotohandeldelfshaven.nl/product/carl-zeiss-biogon-21mm-f-2-8-for-contax-g2-use-with-caution-outlet/,"
Carl Zeiss Biogon 21mm f/2.8, For Contax G2, use with caution/OUTLET

Price: €300,00Beautiful performing wide angle autofocus lens by Carl Zeiss for the Contax G system. Good glass, no issues there. AF works as intended. However the black plastic housing ring on the back (that surrounds the AF motor drive screw) is fidly and loose, plastic is cracked around one of the  .....
Add to cartCarl Zeiss Biogon 21mm f/2.8, For Contax G2, use with caution/OUTLETMaartenSeptember 5, 2023September 28, 2023","Price: €300,00"
Leica IIIF + 2 / 50 Summitar,https://fotohandeldelfshaven.nl/product/leica-iiif-2-50-summitar/,"
Leica IIIF + 2 / 50 Summitar

Price: €800,00This Leica IIIF has been made in 1954, It’s serial number is already later than the very first Leica M3 cameras which have been introduced in that very smae year. The lns is of later vintage and appears to be a wartime production. The body received a full overhaul by  .....
Add to cartLeica IIIF + 2 / 50 SummitarMaartenSeptember 5, 2023September 5, 2023","Price: €800,00"
Noritar 80mm f/2.0 + Norita 66 + WLF,https://fotohandeldelfshaven.nl/product/noritar-80mm-f-2-0-norita-66-wlf/,"
Noritar 80mm f/2.0 + Norita 66 + WLF

Price:   SoldThe Noritar 80mm f/2 is the original lens that came with the Norita 66 and is famed for it’s very nice soft rendering at a quick aperture of f/2 which is not often seem with medium format lenses as they usually start at 2.8. This Noritar 80mm f/2 is attached  .....
Read moreNoritar 80mm f/2.0 + Norita 66 + WLFMaartenSeptember 5, 2023September 8, 2023",Price:   Sold
Mamiya 7II + N 80mm f/4 L boxed,https://fotohandeldelfshaven.nl/product/mamiya-7ii-n-80mm-f-4-l-boxed/,"
Mamiya 7II + N 80mm f/4 L boxed

Price:   SoldThe Mamiya 7II for many is a ultimate camera because of it’s relatively small and lightweight package with very sharp lenses. This example is even boxed, and in very nice condition. Cosmetically it looks great with minimal wear. Shutter is accurate as tested on our machine, as is the lightmeter.  .....
Read moreMamiya 7II + N 80mm f/4 L boxedMaartenSeptember 5, 2023September 27, 2023",Price:   Sold
Nikon Nikkor 15mm F/3.5 AI lens,https://fotohandeldelfshaven.nl/product/nikon-nikkor-15mm-f-3-5-ai-lens/,"
Nikon Nikkor 15mm F/3.5 AI lens

Price: €1.000,00The widest straight/corrected Nikkor lens available for the Nikon F mount. (There is a 13mm but that costs 30x more than this so we don’t count it) Often used for landscape and architecture photograhpy. Very well corrected lens as well, minimal vignetting and barrel distortion. Nowadays a sought after piece  .....
Add to cartNikon Nikkor 15mm F/3.5 AI lensMaartenSeptember 5, 2023September 5, 2023","Price: €1.000,00"
Nikon AF-D 60mm F/2.8 Micro lens,https://fotohandeldelfshaven.nl/product/nikon-af-d-60mm-f-2-8-micro-lens/,"
Nikon AF-D 60mm F/2.8 Micro lens

Price: €225,00One of the sharpest and best quality for the money Micro Nikkors around. Being an AF-D it works on all digital FX models, some of the semi professional DX ones and of course on all other Nikon mount bodies, but then without autofocus. Will also work on manual SLR’s because  .....
Add to cartNikon AF-D 60mm F/2.8 Micro lensMaartenSeptember 5, 2023September 5, 2023","Price: €225,00"
Nikon Nikkor 100mm F/2.8 E Series AI-S lens,https://fotohandeldelfshaven.nl/product/nikon-nikkor-100mm-f-2-8-e-series-ai-s-lens/,"
Nikon Nikkor 100mm F/2.8 E Series AI-S lens

Price:   SoldThe Nikon E series lenses are excellent performers for the money. Back in the day they were released as ”economy” line, meaning they offered good quality but for a lower price. Mostly achieved by using a bit more plastic or cheaper to use materials. However, despite being a bit more  .....
Read moreNikon Nikkor 100mm F/2.8 E Series AI-S lensMaartenSeptember 5, 2023September 12, 2023",Price:   Sold
Meyer-Optik Orestor 135mm F/2.8 for Exakta mount,https://fotohandeldelfshaven.nl/product/meyer-optik-orestor-135mm-f-2-8-for-exakta-mount/,"
Meyer-Optik Orestor 135mm F/2.8 for Exakta mount

Price:   SoldGreat vintage lens to adapt to digital mirrorless like Sony Nex. This vintage Meyer-Optik lens is made in Germany and nowadays quite sought after for its imperfect image rendering. Nice bokeh in backgrounds and a certain vintage glow to its highlights. For exakta mount but can easily and affordably be  .....
Read moreMeyer-Optik Orestor 135mm F/2.8 for Exakta mountMaartenSeptember 5, 2023September 24, 2023",Price:   Sold
Schacht Ulm Travenar 90mm F/2.8 R for Exakta mount,https://fotohandeldelfshaven.nl/product/schacht-ulm-travenar-90mm-f-2-8-r-for-exakta-mount/,"
Schacht Ulm Travenar 90mm F/2.8 R for Exakta mount

Price: €80,00Fast 90mm F/2.8 lens made in Germany. Zebra rings, nice design. Good front element, rear element has some coating issues, a bit dirty. Aperture cocking ring is working as intended. Focus is fine and nice and smooth through its range. No fungus.
Add to cartSchacht Ulm Travenar 90mm F/2.8 R for Exakta mountMaartenSeptember 5, 2023September 5, 2023","Price: €80,00"
Pentax SMC Shift 28mm F/3.5 PK lens,https://fotohandeldelfshaven.nl/product/pentax-smc-shift-28mm-f-3-5-pk-lens/,"
Pentax SMC Shift 28mm F/3.5 PK lens

Price:   SoldThis 28mm F/3.5 lens for the Pentax PK mount is not your common wide angle lens. This professional lens was made specific for architecture or landscape photographers that needed top quality optics. What makes this lens special is its built in shift function. The lens can shift on its axis  .....
Read morePentax SMC Shift 28mm F/3.5 PK lensMaartenSeptember 5, 2023September 5, 2023",Price:   Sold
"Hasselblad Lunar camera Launch/Demo case, for Hasselbad representative",https://fotohandeldelfshaven.nl/product/hasselblad-lunar-camera-launch-demo-case-for-hasselbad-representative/,"
Hasselblad Lunar camera Launch/Demo case, for Hasselbad representative

Price: €800,00This is a very rare Hasselblad piece, not a lot of these kits have been made. This leather case was handed over to some Hasselblad representatives and account managers to promote their new Lunar series camera’s before the launch. The Stellar and Lunar models were designed by Hasselblad to celebrate  .....
Add to cartHasselblad Lunar camera Launch/Demo case, for Hasselbad representativeMaartenSeptember 5, 2023September 5, 2023","Price: €800,00"
Carl Zeiss Sonnar 300mm f/4 MC for Pentacon Six,https://fotohandeldelfshaven.nl/product/carl-zeiss-sonnar-300mm-f-4-mc-for-pentacon-six/,"
Carl Zeiss Sonnar 300mm f/4 MC for Pentacon Six

Price: €200,00A 300mm f/4 MC Sonnar lens for Pentacon Six mount. Cosmetically very nice condition with minimal signs of use. Smooth focus and good dampening. Optically in nice shape with only minimal dust. Aperture working correctly. Comes with lens hood.
Add to cartCarl Zeiss Sonnar 300mm f/4 MC for Pentacon SixMaartenSeptember 5, 2023September 5, 2023","Price: €200,00"
